genre,songName,singer,musicDirector,lyricist,movie,year
sad_songs,Mere Dost Kissa Yeh Kya Ho Gaya,Mohammed Rafi,Laxmikant Pyarelal,Anand Bakshi,Dostana,1980
sad_songs,Git Gaataa Hun Main Gunagunaataa Hun Main,Kishore Kumar,Shankar Jaikishan,Dev Kohli,Lal Patthar,1972
sad_songs,Maine Dil Se Kaha,K. K.,M M Kareem,Neelesh Misra,Rog,2005
sad_songs,Naa Jiyaa Laage Naa Tere Binaa Meraa Kahin Jiyaa Laage Naa,Lata Mangeshkar,Salil Chowdhury,Yogesh,Anand,1971
sad_songs,O Basantee Pawan Pagal Na Ja Re,Lata Mangeshkar,Shankar Jaikishan,Shailendra,Jis Desh Men Ganga Behti Hai,1961
sad_songs,Tu Hai Ki Nahi,Ankit Tiwari,Ankit Tiwari,Abhendra Kumar Upadhyay,Roy,2015
sad_songs,Aaj Kal Mein Dhal Gaya Din Huaa Tamaam Tu Bhi So Ja So Gayi (Female),Lata Mangeshkar,Shankar Jaikishan,Shailendra,Beti Bete,1964
sad_songs,Aayegi Jarur Chitthi Mere Naam Ki,Lata Mangeshkar,Laxmikant Pyarelal,Anand Bakshi,Dulhan,1974
sad_songs,Ghunghroo Ki Tarah Bajta Hi Raha Hoon Main,Kishore Kumar,Ravindra Jain,Ravindra Jain,Chor Machaye Shor,1974
sad_songs,Ja Sanam Mujhko Hai Pyar Pe Aitbaar,Sneha Pant*Kamaal Khan,Rajesh Roshan,Anand Bakshi,Na Tum Jaano Na Hum,2002
sad_songs,Na Koi Umang Hai Na Koi Tarang Hai,Lata Mangeshkar,R D Burman,Anand Bakshi,Kati Patang,1971
sad_songs,Samjhawan (Unplugged),Alia Bhatt,Sharib Toshi,Kumaar,Humpty Sharma Ki Dulhania,2014
sad_songs,Ae Mere Dil Kahin Aur Chal (Fast Version),Talat Mahmood,Shankar Jaikishan,Shailendra,Daag,1952
sad_songs,Is Bhari Duniya Me Koi Bhi Hamara Na Hua,Mohammed Rafi,Ravi,Rajinder Krishan,Bharosa,1963
sad_songs,Taqdeer Ka Fasana (Male),Mohammed Rafi,Ramlal Heerapanna,Hasrat Jaipuri,Sehra,1963
sad_songs,Do Dil Tute Do Dil Hare,Lata Mangeshkar,Madan Mohan,Kaifi Azmi,Heer Ranjha,1970
sad_songs,Koi Hota Jisko Apna Ham Apna Kah Lete Yaro,Kishore Kumar,Salil Chowdhury,Gulzar,Mere Apne,1971
sad_songs,Leke Pahla Pahla Pyar (Part 2),Shamshad Begum*Mohammed Rafi*Asha Bhosle,O P Nayyar,Majrooh Sultanpuri,C. I. D.,1956
sad_songs,Aaj Purani Raaho Se Koi Mujhe Aawaaj Na De,Mohammed Rafi,Naushad,Shakeel Badayuni,Aadmi,1968
sad_songs,Chithi Na Koi Sandesh (Female),Lata Mangeshkar,Uttam Singh,Anand Bakshi,Dushman,1998
sad_songs,Duniya Se Jaane Vale Jaane Chale Jaate Hai Kahan,Mukesh,Laxmikant Pyarelal,Anand Bakshi,Pushpanjali,1970
sad_songs,Jab Bhi Ye Dil Udaas Hotaa Hai Jaane Kaun Aas Paas Hotaa Hai,Mohammed Rafi*Sharda,Shankar Jaikishan,Guljar,Seema,1971
sad_songs,Na Tu Zameen Ke Liye Hai Na Aasmaan Ke,Mohammed Rafi,Laxmikant Pyarelal,Sahir Ludhianvi,Dastan,1972
sad_songs,Nagari Nagari Dvaare Dvaare Dhundhun Re Saanvariyaa,Lata Mangeshkar,Naushad,Shakeel Badayuni,Mother India,1957
sad_songs,Kabhi Kisi Ko Mukammal Jahaan Nahi Milataa,Bhupinder Singh,Khayyam,Nida Fazli,Aahista Aahista,1981
sad_songs,Aati Hai Raat Odhe Hue Dard Ka Kafan,Abhijeet,NotFound,NotFound,Bewafa Sanam Vol. 1 (Album),1995
sad_songs,Khushiya Aur Gam Sehti Hai,Udit Narayan*Anuradha Paudwal,Sanjeev Darshan,Sameer,Mann,1999
sad_songs,Kyon Ki Itna Pyar Tumko Karte Hai Hum (Sad),Radha*Udit Narayan,Himesh Reshammiya,Sameer,Kyon Ki,2005
sad_songs,Tu Mujhe Soch Kabhi,K. K.,Sajid Wajid,Jalees Sherwani,Zindagi Tere Naam,2008
sad_songs,Aa Jao Tadapte Hain Arman,Lata Mangeshkar,Shankar Jaikishan,Hasrat Jaipuri,Awara,1951
sad_songs,Mere Bina Tu Khush Rahe Zamane Me (Duet),Rahat Fateh Ali Khan*Harshdeep Kaur,Pritam Chakraborty,Irshad Kamil,Phata Poster Nikla Hero,2013
sad_songs,Rulaa Ke Gayaa Sapanaa Meraa Baithi Hun Kab Ho Saveraa,Lata Mangeshkar,Sachin Dev Burman,Shailendra,Jewel Thief,1967
sad_songs,Agar Zindagi Se Muhabbat Karoge Mohabbat Zindagi Me Kar Na Sakoge,Daler Mehndi,Anand Raj Anand,Anand Raj Anand,Wajahh,2004
sad_songs,Mohabbat Hai Kyaa Chiz Ham Ko Bataao,Lata Mangeshkar*Suresh Wadkar,Laxmikant Pyarelal,Santosh Anand,Prem Rog,1982
sad_songs,Neela Aasmaan So Gaya - Female,Lata Mangeshkar,Shiv Hari,Javed Akhtar,Silsila,1981
sad_songs,Pardesi Pardesi Jana Nahi Mujhe (Part - II),Kumar Sanu*Alka Yagnik,Nadeem Shravan,Sameer,Raja Hindustani,1996
sad_songs,Piya O Re Piya Mai Wari (Sad),Atif Aslam*Priya Panchal,Sachin Jigar,Priya Panchal,Tere Naal Love Ho Gaya,2012
sad_songs,Chal Ud Ja Re Panchhi Ke Ab Ye Desh Hua Begana (Part 1),Mohammed Rafi,Chitragupt,Rajinder Krishan,Bhabhi,1957
sad_songs,Kaun Sunega Kis Ko Sunaye Iss Liye Chup Rahte Hai,Kishore Kumar,Vedpal,Sawan Kumar,Souten Ki Beti,1990
sad_songs,Aa Bhi Ja Aa Bhi Ja,Lucky Ali,M M Kareem,Nida Fazli,Sur - The Melody of Life,2002
sad_songs,Dil Tod Ke Jaane Waale Sun,KK,Vijay Verma,Manthan,Ishq Ke Parindey,2015
sad_songs,Rishta Dilo Ka Tode Na Tute (Sad),Sunidhi Chauhan,Anand Milind,Anu Malik,Jaanwar,1999
sad_songs,Tujhe Bhula Diya,Mohit Chauhan*Shekhar Ravjiani*Shruti Pathak,Vishal Shekhar,Kumaar,Anjaana Anjaani,2010
sad_songs,Bujhaa Diye Hain Khud Apane Haathon,Suman Kalyanpur,Khayyam,Sahir Ludhianvi,Shagoon,1964
sad_songs,Chaandaniya Toh Barse,K. Mohan*Yashita Yashpal Sharma,Shankar Ehsaan Loy,Amitabh Bhattacharya,2 States,2014
sad_songs,Jiske Liye Sabko Chhoda Usi Ne Mere Dil Ko Toda,Sulakshana Pandit*Mohammed Rafi,Usha Khanna,Majrooh Sultanpuri,Saajan Ki Saheli,1981
sad_songs,Tera Mera Rishta Purana,Mustafa Zahid,Pritam Chakraborty,Sayeed Qadri,Awarapan,2007
sad_songs,Veriya Ve Kiya Kya Kasoor Maine Tera Ve,Lata Mangeshkar,Laxmikant Pyarelal,Anand Bakshi,Naam,1986
sad_songs,Humse Ka Bhool Huyi Jo Ye Saja Humka Mili,Anwar,Rajesh Roshan,Majrooh Sultanpuri,Janta Hawaldar,1979
sad_songs,Kabhi Bekasi Ne Maara,Kishore Kumar,R D Burman,Anand Bakshi,Alag Alag,1985
sad_songs,Tum Hame Chaho Ya Na Chaho Ye Preet Na Hogi Kam,Ravindra Jain*Jayshree Shivram*Mahendra Kapoor,Ravi,Sheetal,Yeh Preet Na Hogi Kam,1986
sad_songs,Hum To Chale Pardes Hum Pardesi Ho Gaye,Mohammed Rafi,Laxmikant Pyarelal,Anand Bakshi,Sargam,1979
sad_songs,Khata To Jab Ho Ke Hum,Alka Yagnik*Kumar Sanu,Nadeem Shravan,Anwar Sagar,Dil Ka Kya Kasoor,1992
sad_songs,Mana Teri Nazar Mein Tera Pyar Hum Nahi,Sulakshana Pandit,Khayyam,Naqsh Lyallpuri,Aahista Aahista,1981
sad_songs,Pyar Hame Kis Mod Pe Le Aaya,R D Burman*Gulshan Bawra*Kishore Kumar*Sapan Chakravarty,R D Burman,Gulshan Bawra,Satte Pe Satta,1982
sad_songs,Yaad Mein Teri Jaag Jaag Ke Hum,Mohammed Rafi*Lata Mangeshkar,Naushad,Shakeel Badayuni,Mere Mehboob,1963
sad_songs,Yaara Sili Sili Biraha Ki Raat Ka Jalna,Lata Mangeshkar,Bhupen Hazarika,Gulzar,Rudaali,1993
sad_songs,Kehna Ek Diwana Teri Yaad Me Aahe Bharta Hai Likh Kar Tera Naam Zamin Par Us Ko Sajde Karta Hai,Mohammed Rafi*Lata Mangeshkar,Jaidev,Sahir Ludhianvi,Laila Majnu,1976
sad_songs,Mujhe Teri Mohabbat Ka,Lata Mangeshkar*Mohammed Rafi,Laxmikant Pyarelal,Anand Bakshi,Aap Aye Bahaar Ayee,1971
sad_songs,Tujhe Yad Na Meree Aayee,Udit Narayan*Alka Yagnik,Jatin Lalit,Sameer,Kuch Kuch Hota Hai,1998
sad_songs,Ya Ali Reham Ali,Zubeen Garg,Pritam Chakraborty,Sayeed Quadri,Gangster,2006
sad_songs,Barabaad E Mohabbat Ki Duaa Saath Lie Jaa,Mohammed Rafi,Madan Mohan,Sahir Ludhianvi,Laila Majnu,1976
sad_songs,Tere Dar Pe Aaya Hoon,Mohammed Rafi,Madan Mohan,Sahir Ludhianvi,Laila Majnu,1976
sad_songs,Piyaa Laagi Lagan Bas Tere Naam Ki Tujhape Balihaari Jaaun,Anuradha Paudwal*Jaspinder Narula,Rajesh Roshan,Sameer,Daag - The Fire,1999
sad_songs,Agar Bewafa Tujhko Pahchan Jate (female),Lata Mangeshkar,Prem Dhawan,Prem Dhawan,Raat Ke Andhere Mein,1969
sad_songs,Naina Re,Shreya Ghoshal*Himesh Reshammiya*Rahat Fateh Ali Khan,Himesh Reshammiya,Shabbir Ahmed,Dangerous Ishhq,2012
sad_songs,Jindagi Me Koi Kabhi Aaye Na Rabba,Richa Sharma,Vishal Shekhar,Dev Kohli,Musafir,2004
sad_songs,Tanhaai Tanhaai Dil Ke Rasate Men Kaisi Thokar Mainne Khaai,Sonu Nigam,Shankar Ehsaan Loy,Javed Akhtar,Dil Chahta Hai,2001
sad_songs,Ek Mulaqat Zaruri Hai Sanam,Farid Sabri*Ameen Sabri,Nadeem Shravan,Sameer,Sirf Tum,1999
sad_songs,Tere Bin Yaara (Reprise),Arko Pravo Mukherjee,Arko Pravo Mukherjee,Arko Pravo Mukherjee,Rustom,2016
sad_songs,Tumhi Ne Meri Zindagi Kharab Ki Hai,Babul Supriyo,Nadeem Shravan,Sameer,Naseeb,1998
sad_songs,Yaad Aa Rahi Hai Teri Yaad Aa Rahi Hai,Lata Mangeshkar*Amit Kumar,R D Burman,Anand Bakshi,Love Story,1981
sad_songs,Yunhi Dil Ne Chaahaa Thaa Ronaa Rulaanaa,Suman Kalyanpur,Roshan,Sahir Ludhianvi,Dil Hi To Hai,1963
sad_songs,Jab Dard Nahi Tha Sine Me Tab Khak Maja Tha Jine Me,Kishore Kumar,Laxmikant Pyarelal,Anand Bakshi,Anurodh,1977
sad_songs,Na Jane Kaha Tum The Na Jane Kaha Hum Hai,Suman Kalyanpur*Manna Dey,Dattaram Wadkar,Kavi Pradeep,Zindagi Aur Khwab,1961
sad_songs,Yeh Dil Bewafa Se Wafa Kar Raha Hai,Lata Mangeshkar,Usha Khanna,Saawan Kumar,Bewafa Se Wafa,1992
sad_songs,Meri Maa Aaj Bhi Koi (Reprise),K. K.,Pritam Chakraborty,Irshad Kamil,Yaariyan,2014
sad_songs,Tu Jo Nahin,Glenn John,Pritam Chakraborty,Sayeed Qadri,Woh Lamhe,2006
sad_songs,Kash Aap Hamare Hote(Sad),Sonu Nigam,Aadesh Shrivastava,Praveen Bharadwaj,Kash Aap Hamare Hote,2003
sad_songs,Wafa Na Raas Aayi Tujhe O Harjayi,Nitin Mukesh,Nikhil Vinay,Attaullah Khan,Bewafa Sanam,1995
sad_songs,Chale Ja Chale Ja Chale Ja Jaha Pyar Mile (Female),Suman Kalyanpur,Shankar Jaikishan,Hasrat Jaipuri,Jahan Pyar Mile,1970
sad_songs,Kaha Gaye Mamta Bhare Din (Version 2),Sadhana Sargam,Anand Milind,Deepak Chaudhary,Krodh,2000
sad_songs,Teri Meherbaniyan Teri Kadardaniya,Shabbir Kumar,Laxmikant Pyarelal,S H Bihari,Teri Meherbaniyan,1985
sad_songs,Tere Naam Ka Deewana,Mohammed Rafi,Laxmikant Pyarelal,Anand Bakshi,Suraj Aur Chanda,1973
sad_songs,Ankhiyo Ka Nur Hai Tu Ankhiyo Se Dur Hai Tu,Suman Kalyanpur*Mukesh,Kalyanji Anandji,Qamar Jalalabadi,Johar Mehmood In Goa,1965
sad_songs,Hum Bhul Gaye Re Har Bat Magar Tera Pyar Nahi Bhule,Lata Mangeshkar,Vedpal,Sawan Kumar,Souten Ki Beti,1990
sad_songs,Lab Pe Aati Hai Dua Ban Ke Tamanna Meri,Hariharan,Vijay Mishra,Sudhir Nema,Road To Sangam,2010
sad_songs,Main Nai Jaana Pardes,Shafqat Amanat Ali,Sajid Wajid,Kausar Munir,Tevar,2015
sad_songs,Itne Bade Jahan Me Apna Bhi To Koi Hota,Suman Kalyanpur,Dattaram Wadkar,Indeevar,Dark Street,1961
sad_songs,Malik Mere Hoton Pe Sab Ke,Yesudas,Bappi Lahiri,Anjaan,Aakhri Ghulam,1989
sad_songs,Babul Jo Tumne Sikhaya Jo Tum Se Paya,Sharda Sinha,Ram Laxman,Ravinder Rawal,Hum Aapke Hain Kaun,1994
sad_songs,Toh Phir Aao Mujhko Satao,Mustafa Zahid,Pritam Chakraborty,Sayeed Qadri,Awarapan,2007
sad_songs,Mitwa Bhool Na Jana Mujhko Bhul Na Jaana,Mohammed Aziz,Bappi Lahiri,Sameer,Kab Tak Chup Rahoongi,1988
sad_songs,Chal Musafir Chal Kahin Koi Thikana Dhundh Le,Mohammed Aziz,Laxmikant Pyarelal,Anand Bakshi,Aisa Pyar Kahan,1986
sad_songs,Hum Hai Adhure Lamhe Adhure,Sunidhi Chauhan,Shashi Suman,Prashant Ingole,Mary Kom,2014
sad_songs,Milne Ki Tum Koshish Karna Vada Kabhi Na,Asha Bhosle*Kumar Sanu,Nadeem Shravan,Madan Pal,Dil Ka Kya Kasoor,1992
sad_songs,Jab Jab Pyar Pe Pahra Huwa Hai (Jab Jab Duniya Tadapayegi Mohabbat Badhti Jayegi),Kumar Sanu*Anuradha Paudwal,Nadeem Shravan,Sameer,Sadak,1991
sad_songs,Ruth Kar Ham Unhen Bhul Jaane Vaale Yaad Aane Vaale,Roop Kumar Rathod*Sabri Brothers,Sajid Wajid,Anand Bakshi,Gunaah,2002
sad_songs,Gaa Raha Hun Is Mahfil Me Aapki Mohabbat Hai,Kumar Sanu,Nadeem Shravan,Anwar Sagar,Dil Ka Kya Kasoor,1992
sad_songs,Khushi Ka Hai Mauka Magar Kya Karu Mai,Anuradha Paudwal,Laxmikant Pyarelal,Anand Bakshi,Gharana,1989
sad_songs,Khuda Vandi Ishq Teri Jhuki Sajde Jami Meri,Master Saleem,Onkar,Manthan,Bas Ek Tamanna,2011
sad_songs,O Yaara Kaisi Hai Teri Bewafai,Kumar Sanu*Kavita Krishnamurthy,Shyam Surender,Indeevar,Mashooq,1992
sad_songs,Tota Tota Sajan Se Kehna,S P Balasubramaniam*Lata Mangeshkar,Bappi Lahiri,Anjaan,First Love Letter,1991
sad_songs,Bhagwan Kis Kasoor Ki Di Hai Ise Saza,Mohammed Aziz,Bappi Lahiri,Indeevar,Tyagi,1992
sad_songs,Doli Leke Yahan Koi Aata Nahi Koi Dulhan Banake Le Jaata Nahi,Lata Mangeshkar,Anu Malik,Prayag Raj,Allah Rakha,1986
sad_songs,Yeh Meri Hai Daastaan,Vijay Verma,Vijay Verma,Ranbir Pushp,Jimmy,2008
sad_songs,Tu Sajan Ka Pyar Hai Jitna Mera Haq Hai Un Par,Sadhana Sargam*Anuradha Paudwal,Vedpal,Sawan Kumar,Souten Ki Beti,1990
sad_songs,Dil To Milte Hai Bichadne Ke Liye,Alka Yagnik,Nadeem Shravan,Sameer,Footpath,2003
sad_songs,Jal Ke Dil Khak Hua Ankho Se Roya Na Gaya (Dil Ke Phaphole Jal Uthe),Lata Mangeshkar,Shailesh,Shailendra,Parichay,1954
sad_songs,Mil Mil Ke Bichhad Gaye Nain,Lata Mangeshkar,Anil Biswas,Rajinder Krishan,Aaram,1951
sad_songs,Diya Toh Jala Sab Rat Re Balam,C. H. Atma,O P Nayyar,Saroj Mohini Nayyar,Dhake Ki Malmal,1956
sad_songs,Tasavir Teri Dil Meraa Bahalaa Na Sakegi,Talat Mahmood,Kamal Dasgupta,Faiyyaz Hashmi,Non-Film,0
sad_songs,Tere Bagair Jane Jana,Kishore Kumar,Laxmikant Pyarelal,Majrooh Sultanpuri,Anari,1975
sad_songs,Agar Dil Kisise Lagaya Na Hota,Mohammed Rafi,Chitragupt,Prem Dhawan,Bada Aadmi,1961
sad_songs,Subah Hoti Hai Shaam Hoti Hai Jindagi Yuhi Tamam Hoti Hai,Lata Mangeshkar,Chitragupt,Prem Dhawan,Aplam Chaplam,1962
sad_songs,Aaj Achanak Tut Gaye Kyu,Lata Mangeshkar,Jaidev,Nyay Sharma,Kinare Kinare,1964
sad_songs,Gham Na Kar Khushi Ka Daur Aayega,Talat Mahmood,S Mohinder,Tanveer Naqvi,Shahzada,1955
sad_songs,Hawa Khamosh Hai Aur Chup Hai Sitare (Na Baaj Aaya Muqaddar Mujhe Mitane Se),Lata Mangeshkar,Bulo C Rani,Mahendra Pran,Sunehre Kadam,1966
sad_songs,Unhei Qissaa-e-gham Jo Likhane Ko Baithe To Dekhe Kalam Ki Ravani (Male),Mohammed Rafi,Madan Mohan,Hasrat Jaipuri,Naya Kanoon,1965
sad_songs,Yaar Jinhe Tum Bhul Gaye Ho (Male),Mohammed Rafi,Laxmikant Pyarelal,Anand Bakshi,Woh Din Yaad Karo,1972
sad_songs,Hamsafar Sath Apna Chhod Chale,Asha Bhosle*Mohammed Rafi,Madan Mohan,Majrooh Sultanpuri,Aakhri Dao,1958
sad_songs,Yeh Dard Bhara Afsana,Kishore Kumar,Laxmikant Pyarelal,Anand Bakshi,Shriman Funtoosh,1965
sad_songs,Kahaan Ho Kahaan Mere Jiwan Sahaare,Talat Mahmood,Sajjad,Rajinder Krishan,Sangdil,1952
sad_songs,Mai Apne Aap Se Ghabara Gaya Hu,Mohammed Rafi,Iqbal Qureshi,Rajinder Krishan,Bindiya,1960
sad_songs,Zulm Hai Ye Duniya Banayi Hai Kis Beraham Ne,Lata Mangeshkar,Shankar Jaikishan,Shailendra,Aurat,1953
sad_songs,Apne Lut Jaane Ka Gham Bewafa Ne Diya Gham,Lata Mangeshkar,Shankar Jaikishan,Hasrat Jaipuri,Aurat,1953
sad_songs,Sawan Ke Mahine Me (Sad),Mohammed Rafi,Madan Mohan,Rajinder Krishan,Sharabi,1964
sad_songs,Dil Hai Loota Hua Jahan,Lata Mangeshkar,Chitalkar Ramchandra,Rajinder Krishan,Talash,1957
sad_songs,Jo Khushi Se Chot Khaye Vo Jigar Kaha Se Laau,Talat Mahmood,Ghulam Mohammad,Shakeel Badayuni,Dil - E - Nadan,1953
sad_songs,Mai Toh Ek Khwab Hu,Mukesh,Kalyanji Anandji,Qamar Jalalabadi,Himalay Ki God Mein,1965
sad_songs,Woh Subah Kabhi To Aayegi - 3,Mukesh,Khayyam,Sahir Ludhianvi,Phir Subah Hogi,1958
sad_songs,Luti Zindagi Aur Gham Muskuraye,Lata Mangeshkar,Dattaram Wadkar,Hasrat Jaipuri,Parvarish,1958
sad_songs,Ek Mai Hu Ek Meri Bekasi,Talat Mahmood,Anil Biswas,Kaif Irfani,Tarana,1951
sad_songs,Jeevan Bhar Dhunda Jisko Woh Pyar Mila Par Nahi Mila,Mukesh,Shankar Jaikishan,Hasrat Jaipuri,Nadaan,1971
sad_songs,Kaha Se Milte Moti Aansoo Hai Meri Taqdeer Me,Lata Mangeshkar,Shankar Jaikishan,Shailendra,Rajhath,1956
sad_songs,O More Sajna Aa Ja Kahi Se Aa Jaa,Lata Mangeshkar,Madan Mohan,Rajinder Krishan,Samundar,1957
sad_songs,Puchho Na Kaise Maine Rain Bitayi (Sad),S.D. Batish*Manna Dey,S D Batish,Shailendra,Meri Surat Teri Aankhen,1963
sad_songs,Sun Sakhi Ri Tera Jal Chuka Aashiya,Lata Mangeshkar,S Mohinder,Tanveer Naqvi,Naata,1955
sad_songs,Aansu Bhi Hai Khushiya Bhi Hai Kaante Bhi Hai Kaliya Bhi Hai,Yesudas,Ravindra Jain,Ravindra Jain,Sunayana,1979
sad_songs,Iss Dil Kee Halat Kya Kahiye,Lata Mangeshkar,Roshan,Sardar,Anhonee,1952
sad_songs,Kabhi Tanhayiyo Me Ek Aisi Bhi Ghadi,Talat Mahmood,Chitalkar Ramchandra,Rajinder Krishan,Meenar,1954
sad_songs,Aaj Mere Nasib Ne Mujhko Rula Rula Diya,Lata Mangeshkar,Sajjad Hussain,Khumar Barabankvi,Hulchul,1951
sad_songs,Ae Mere Pyar Bata Kyu Hua Mujhse Khata,Lata Mangeshkar*Mahendra Kapoor,Chitragupt,Rajinder Krishan,Ghar Basake Dekho,1963
sad_songs,Apna Hi Ghar Lutane Diwana Ja Raha Hai,Mohammed Rafi,Husnlal Bhagatram,Qamar Jalalabadi,Adil-E-Jahangir,1956
sad_songs,Hai Bahaare Baag Duniya Chand Roj,Mohammed Rafi,Ravi,Rajinder Krishan,Bombay Ka Chor,1962
sad_songs,Nayi Manzil Nayi Rahe (Female),Lata Mangeshkar,Hemant Kumar,S H Bihari,Hill Station,1957
sad_songs,Sada Khush Rahe Too Jafa Karne Waale,Mukesh,Ravi,Prem Dhawan,Pyaar Ka Saagar,1961
sad_songs,Sajana Lagan Teri Sone Na De,Lata Mangeshkar,Madan Mohan,Rajinder Krishan,Duniya Na Mane,1959
sad_songs,Shokh Ankhe Dekh Kar Surat Per Pyar Aa Hi Gaya,Asha Bhosle*Mohammed Rafi,Shankar Jaikishan,Hasrat Jaipuri,Kahin Aur Chal,1968
sad_songs,Ye Kaisa Nyaaye Tera Deepak Tale Andhera,Lata Mangeshkar,Shankar Jaikishan,Shailendra,Chhoti Bahen,1959
sad_songs,Hum Pyar Ka Sauda Karte Hain Ek Baar (Sad),Lata Mangeshkar,Shankar Jaikishan,Hasrat Jaipuri,Zindagi,1964
sad_songs,Kahaan Hai Too Kahaan Hai,Lata Mangeshkar,Roshan,Shailendra,Naubahar,1952
sad_songs,Taqdeer Ki Gardish Kya Kam Thi Us Par Ye Quamat,Lata Mangeshkar,Ghulam Mohammad,Shakeel Badayuni,Sitara,1955
sad_songs,Kabhi Dil Dil Se,Mukesh,Naushad,NotFound,Anokhi Ada,1948
sad_songs,Koi Aaya Dhadkan Kahti Hai,Asha Bhosle,Sachin Dev Burman,Majrooh Sultanpuri,Lajwanti,1958
sad_songs,Aankhon Me Teri Yaad Liye Ja Raha Hu Main,Mukesh,Snehal Bhatkar,Kedar Sharma,Hamari Yaad Aayegi,1962
sad_songs,Gam-e-hasti Se Bas Begana Hota,Mohammed Rafi,Roshan,Prem Dhawan,Vallah Kya Baat Hai,1962
sad_songs,Husn Ki Bahare Liye Aaye The Sanam,Lata Mangeshkar,Sachin Dev Burman,Shakeel Badayuni,Benazir,1964
sad_songs,Jiyenge Magar Muskura Na Sakenge,Mukesh,NotFound,NotFound,Non-film (Mukesh),0
sad_songs,Main Aur Meri Awargi Na Aash Na Rahguzar,Kishore Kumar,R D Burman,Javed Akhtar,Duniya,1984
sad_songs,Tera Khayal Dil Ko,Talat Mahmood,Govind Ram,Prem Dhawan,Naqab,1955
sad_songs,Tere Bin Soone Nain Hamare (Sad),Mohammed Rafi,S D Batish,Shailendra,Meri Surat Teri Aankhen,1963
sad_songs,Ai Dil Abb Kahee Na Jaa,Hemant Kumar,Kalyanji Anandji,Rajinder Krishan,Bluffmaster,1963
sad_songs,Har Aas Ashq Baar Hai,Lata Mangeshkar,Jaidev,Nyay Sharma,Kinare Kinare,1964
sad_songs,Aankhein Khuli Thi,Mukesh,Naushad,Majrooh Sultanpuri,Saathi,1968
sad_songs,Ajeeb Zindagi Hai Ye Kabhi Khushi Kabhi Hai Gham,Mohammed Rafi,Shankar Jaikishan,Anjaan,Door Nahin Manzil,1973
sad_songs,Divaro Se Milkar Rona Achha Lagata Hain,Pankaj Udhas,NotFound,NotFound,Ranjish - Pankaj Udhas,0
sad_songs,Do Roz Mein Woh Pyar Ka Alam,Mukesh,Kanu Ghosh,Prem Dhawan,Pyar ki Rahen,1959
sad_songs,Kaga Sab Tan Khayiyo,Lata Mangeshkar,S N Tripathi,B D Mishra,Piya Milan Ki Aas,1961
sad_songs,Main Dhoondh Raha Tha Sapno Me,Anand Bakshi,Laxmikant Pyarelal,Anand Bakshi,Mom Ki Gudiya,1972
sad_songs,Na Hanso Hampe Zamane Ke Hai Thukraye Huye,Lata Mangeshkar,Madan Mohan,Rajinder Krishan,Gateway Of India,1957
sad_songs,Haal-e-dil Yu Unhe Sunaaya Gaya,Lata Mangeshkar,Madan Mohan,Rajinder Krishan,Jahan Ara,1964
sad_songs,Is Bewafa Jahan Ka Dastoor Hai Purana,Lata Mangeshkar,S Mohinder,Tanveer Naqvi,Naata,1955
sad_songs,Aaja Ke Intjar Me Jane Ko Hai Bahar Bhi,Lata Mangeshkar*Mohammed Rafi,Shankar Jaikishan,Shailendra,Halaku,1956
sad_songs,Bahar Khatam Hui Chale Dil Ki Duniya Barbaad Kar Ke,Suraiya,Naushad,Shakeel Badayuni,Dard,1947
sad_songs,Bhool Ja Ae Dil Mohabbat Ka Fasana,Lata Mangeshkar,Sajjad Hussain,Shams Azimabadi,Khel,1950
sad_songs,Musibat Ik Khilaunaa Hai Chalaa Chal Gar Hai Andheraa,Mohammed Rafi,Khayyam,Hasrat Jaipuri,Barood,1960
sad_songs,Tabiyat Thik Thi Aur Dill Bhi Beqaraar Na Thaa,Lata Mangeshkar,Sardul Kwatra,Verma Malik,Mirza Sahiban,1957
sad_songs,Aur Kuch Der Thehar (Sad),Mohammed Rafi,Khayyam,Kaifi Azmi,Aakhri Khat,1967
sad_songs,Dekh Hame Awaz Na Dena (Part 2),Asha Bhosle*Mohammed Rafi,Chitalkar Ramchandra,Rajinder Krishan,Amar Deep,1958
sad_songs,Aa Mere Ranjhana Ruksat Kaa Hai Sama,Lata Mangeshkar,Anil Biswas,Majrooh Sultanpuri,Heer,1956
sad_songs,Chain Nahi Aaye Kaha Dil Jaye,Lata Mangeshkar,Madan Mohan,Rajinder Krishan,Samundar,1957
sad_songs,Ik Dil Kaa Lagana Baqi Tha,Lata Mangeshkar,Anil Biswas,Zia Sarhadi,Anokha Pyar,1948
sad_songs,Intahaa Ho Gai Intazaar Ki,Lata Mangeshkar*Kishore Kumar,Bappi Lahiri,Anjaan,Sharaabi,1984
sad_songs,Jise Dil Me Basana Chaha Tha,Talat Mahmood,Madan Mohan,Behzad Lucknavi,Ada,1951
sad_songs,Kiska Rasta Dekhe Aye Dil Aye Saudayee,Kishore Kumar,R D Burman,Sahir Ludhianvi,Joshila,1973
sad_songs,Woh Zindagi Ai Meri Bebasi,Mukesh,Shankar Jaikishan,Shailendra,Sapnon Ka Saudagar,1968
sad_songs,A Meri Aankhon Ke Pehele Sapne (Sad),Mukesh*Lata Mangeshkar,Laxmikant Pyarelal,Rajinder Krishan,Man Mandir,1971
sad_songs,Aur Nahee Bas Aur Nahee,Mahendra Kapoor,Laxmikant Pyarelal,Santosh Anand,Roti Kapada Aur Makaan,1974
