genre,songName,singer,musicDirector,lyricist,movie,year
playful_songs,Jalte Hain Jiske Liye,Talat Mahmood,Sachin Dev Burman,Majrooh Sultanpuri,Sujata,1959
playful_songs,Yeh Sham Mastani,Kishore Kumar,R D Burman,Anand Bakshi,Kati Patang,1971
playful_songs,Ajib Dastan Hai Yeh Kaha Shuru Kaha Khatam,Lata Mangeshkar,Shankar Jaikishan,Shailendra,Dil Apna Aur Preet Parai,1960
playful_songs,Banke Titli Dil Uda (Titli),Gopi Sunder*Chinmayi,Vishal Shekhar,Amitabh Bhattacharya,Chennai Express,2013
playful_songs,Badtameez Dil,Benny Dayal,Pritam Chakraborty,Amitabh Bhattacharya,Yeh Jawaani Hai Deewani,2013
playful_songs,Bhula Dena Mujhe Alvida Tujhe,Mustafa Zahid,Jeet Ganguly,Sanjay Masoom,Aashiqui 2,2013
playful_songs,Hangover,Salman Khan*Meet Bros Anjjan*Shreya Ghoshal,Meet Bros Anjjan,Kumaar,Kick,2014
playful_songs,Sunn Raha Hai (Female),Shreya Ghoshal,Ankur Tewari,Sandeep Nath,Aashiqui 2,2013
playful_songs,Aasan Nahi Yaha,Arijit Singh,Jeet Ganguly,Irshad Kamil,Aashiqui 2,2013
playful_songs,Galliyan (Unplugged),Ankit Tiwari*Shraddha Kapoor,Ankit Tiwari,Manoj Muntashir,Ek Villain,2014
playful_songs,Gandi Baat Abcd Padh Li Bahut,Mika Singh*Kalpana Patowary,Pritam Chakraborty,Anupam Amod,R... Rajkumar,2013
playful_songs,Jumme Ki Raat,Palak Muchhal*Mika Singh,Himesh Reshammiya,Kumaar,Kick,2014
playful_songs,Milne Hai Mujhse Aayi,Arijit Singh,Jeet Ganguly,Irshad Kamil,Aashiqui 2,2013
playful_songs,Tune Maari Entriyaan Re Dil Me Baji Ghantiya,Vishal Dadlani*Neeti Mohan*K. K.*Bappi Lahiri,Sohail Sen,Irshad Kamil,Gunday,2014
playful_songs,God Allah Aur Bhagwan Ne Banaya Ek Insaan,Shreya Ghoshal*Sonu Nigam,Rajesh Roshan,Sameer,Krrish 3,2013
playful_songs,Ek Pardesi Mera Dil Le Gaya Jaate Jaate Mitha Mitha Gham De Gaya,Mohammed Rafi*Asha Bhosle,O P Nayyar,Qamar Jalalabadi,Phagun,1958
playful_songs,Chingari Koi Bhadke,Kishore Kumar,R D Burman,Anand Bakshi,Amar Prem,1972
playful_songs,Mera Joota Hai Japani Ye Panloon Englishtani,Mukesh,Shankar Jaikishan,Shailendra,Shree 420,1955
playful_songs,Har Dil Jo Pyar Karega Voh Gana Gayega,Mahendra Kapoor*Mukesh*Lata Mangeshkar,Shankar Jaikishan,Shailendra,Sangam,1964
playful_songs,Heer Heer Na Khodiyo (Heer),Harshdeep Kaur,A R Rahman,Gulzar,Jab Tak Hai Jaan,2012
playful_songs,Mujhe Maaf Karna Om Sai Ram,Anmol*Aditya Narayan*Alka Yagnik*Abhijeet,Anu Malik,Sameer,Biwi No. 1,1999
playful_songs,Chaar Kadam Chaar Kadam,Shreya Ghoshal*Shaan,Shantanu Moitra,Swanand Kirkire,PK,2014
playful_songs,There Is Party On My Mind,Yo Yo Honey Singh*K. K.*Shefali Alvares,Pritam Chakraborty,Prashant Ingole,Race 2,2013
playful_songs,Muskurane Ki Wajah Tum Ho,Arijit Singh,Jeet Ganguly,Rashmi Singh,Citylights,2014
playful_songs,Baaki Sab First Class Hai,Wajid Ali,Sajid Wajid,Sajid,Jai Ho,2014
playful_songs,Chikni Kamar Pe Teri Mera Dil Fisal Gaya (Dhadang Dhang Dhang),Shreya Ghoshal*Wajid Ali,Sajid Wajid,Faiz Anwar,Rowdy Rathore,2012
playful_songs,Tune Maari Entriyaan Re Dil Me Baji Ghantiya - Bangla Version,Monali Thakur*Bappi Lahiri,Sohail Sen,Bappi Lahiri,Gunday,2014
playful_songs,Har Ek Friend Kamina Hota Hai,Sonu Nigam,Sajid Wajid,Kausar Munir,Chashme Baddoor,2013
playful_songs,India Wale,Neeti Mohan*Shankar Mahadevan*K K*Vishal Dadlani,Vishal Shekhar,Irshad Kamil,Happy New Year,2014
playful_songs,Gandi Baat Abcd Padh Li Bahut (Film Version),Ritu Pathak*Nakash Aziz,Pritam Chakraborty,Anupam Amod,R... Rajkumar,2013
playful_songs,Jiya O Jiya Kuchh Bol Do (Jab Pyar Kisi Se Hota Hai),Mohammed Rafi,Shankar Jaikishan,Hasrat Jaipuri,Jab Pyar Kisi Se Hota Hai,1961
playful_songs,Dheere Dheere Machal Aye,Lata Mangeshkar,Hemant Kumar,Kaifi Azmi,Anupama,1966
playful_songs,Suhana Safar Aur Ye Mausam Hasin,Mukesh,Salil Chowdhury,Shailendra,Madhumati,1958
playful_songs,Aane Se Uske Aaye Bahar,Mohammed Rafi,Laxmikant Pyarelal,Anand Bakshi,Jeene Ki Raah,1969
playful_songs,Sadda Dil Vi Tu (Ga Ga Ga Ganpati),Hard Kaur,Sachin Jigar,Mayur Puri,ABCD - Any Body Can Dance,2013
playful_songs,Challa Ki Labda Phire,Rabbi Shergill,A R Rahman,Gulzar,Jab Tak Hai Jaan,2012
playful_songs,Mai Hu Gumsum Tu Bhi Khamosh Hai (Jee Le Zara),Vishal Dadlani,Ram Sampath,Javed Akhtar,Talaash,2012
playful_songs,Ishq Shava Ishq Shava,Shilpa Rao*Raghav Mathur,A R Rahman,Gulzar,Jab Tak Hai Jaan,2012
playful_songs,Jiya Jiya Re Jiya (Jiya Re),Neeti Mohan,A R Rahman,Gulzar,Jab Tak Hai Jaan,2012
playful_songs,Saanson Ko,Arijit Singh,Sharib Toshi,Shakeel Azmi,Zid,2014
playful_songs,Itna Hai Tumse Pyar,Suman Kalyanpur*Mohammed Rafi,Shankar Jaikishan,Hasrat Jaipuri,Suraj,1966
playful_songs,Raanjhanaa Hua Mai Tera,Jaswinder Singh*Shiraz Uppal,A R Rahman,Irshad Kamil,Raanjhanaa,2013
playful_songs,Johnny Johnny Haan Ji,Jigar Saraiya*Priya Panchal*Madhav Krishna,Sachin Jigar,Mayur Puri,It\'s Entertainment,2014
playful_songs,Zindagi Ek Safar Hai Suhana,Kishore Kumar,Shankar Jaikishan,Hasrat Jaipuri,Andaz,1971
playful_songs,Muskurane (Unplugged),Mohammed Irfan,Jeet Ganguly,Rashmi Singh,Citylights,2014
playful_songs,Humdard,Arijit Singh,Mithoon,Mithoon,Ek Villain,2014
playful_songs,Mere Samnewali Khidki Mein Ek Chand Sa,Kishore Kumar,R D Burman,Rajinder Krishan,Padosan,1968
playful_songs,Tera Hone Laga Hu,Atif Aslam*Alisha Chinai,Pritam Chakraborty,Ashish Pandit,Ajab Prem Ki Ghazab Kahani,2009
playful_songs,Ashq Na Ho,Arijit Singh,Pritam Chakraborty,Irshad Kamil,Holiday,2014
playful_songs,Tu Zaroori,Sunidhi Chauhan*Sharib Sabri,Sharib Toshi,Shakeel Azmi,Zid,2014
playful_songs,Kaun Disha Mein Leke Chala Re Batohiya,Hemlata*Jaspal Singh,Ravindra Jain,Ravindra Jain,Nadiya Ke Paar,1982
playful_songs,Rang Jo Lagyo Re Thami Thami Si Sanse,Shreya Ghoshal*Atif Aslam,Sachin Jigar,Priya Panchal,Ramaiya Vastavaiya,2013
playful_songs,Zinda Hai To Pyala Pura Bhar Le,Siddharth Mahadevan,Shankar Ehsaan Loy,Prasoon Joshi,Bhaag Milkha Bhaag,2013
playful_songs,Kabhi Ruhani Kabhi Rumani,Benny Dayal,Yuvan Shankar Raja,Irshad Kamil,Raja Natwarlal,2014
playful_songs,Selfie Le Le Re,Pritam Chakraborty*Vishal Dadlani*Nakash Aziz,Pritam Chakraborty,Mayur Puri,Bajrangi Bhaijaan,2015
playful_songs,Taki O Taki,Shreya Ghoshal*Mika Singh,Bappi Lahiri,Indeevar,Himmatwala,2013
playful_songs,Kabhi Shaam Dhale To Mere Dil Me Aa Jana,Mahalakshmi Iyer,M M Kareem,Nida Fazli,Sur - The Melody of Life,2002
playful_songs,Tu Meri Rani Mai Hu Tera Raja Aaja Meri Baho Me Aaja,Yo Yo Honey Singh*Bhavya Pandit*Mika Singh,Himesh Reshammiya,Sameer,Son Of Sardaar,2012
playful_songs,Meri Jaaniye,Shaan*Monali Thakur,Gourov Dasgupta,Manthan,I Me Aur Main,2013
playful_songs,Bhagwan Hai Kaha Re Tu,Sonu Nigam,Shantanu Moitra,Swanand Kirkire,PK,2014
playful_songs,Dokha Dokha,Bappi Lahiri*Mamta Sharma*Sunidhi Chauhan,Sajid Wajid,Sameer,Himmatwala,2013
playful_songs,Janam Janam Ka Sath Hai Tumhara Hamara,Mohammed Rafi*Lata Mangeshkar,Jugal Kishore,M G Hashmat,Bheegi Palkein,1982
playful_songs,Main Kya Karun Ram Mujhe Buddha Mil Gaya,Lata Mangeshkar,Shankar Jaikishan,Hasrat Jaipuri,Sangam,1964
playful_songs,Masto Ka Jhund,Divya Kumar,Shankar Ehsaan Loy,Prasoon Joshi,Bhaag Milkha Bhaag,2013
playful_songs,Teri Ungli Pakad Ke Chala Mamta Ke Aanchal Me Pala,Udit Narayan*Jyotsna Hardikar,Anand Milind,Sameer,Laadla,1994
playful_songs,Dhoom Dhaam,Palak Muchhal*Ankit Tiwari,Himesh Reshammiya,Sameer,Action Jackson,2014
playful_songs,Somebody Help Me,Barkha*Rana Mazumder,Gourov Dasgupta,Manthan,Help,2010
playful_songs,O Re Khuda Ye Tune Kya Kiya,Adnan Sami*Javed Bashir,Pritam Chakraborty,Sayeed Quadri,Rush,2012
playful_songs,Pukarta Chala Hoon Main Gali Gali Bahaar,Mohammed Rafi,O P Nayyar,Majrooh Sultanpuri,Mere Sanam,1965
playful_songs,Chalo Chalo Sanam Ajnabi Ban Jaye,Mohit Chauhan*Shreya Ghoshal,Krsna,Subhash Kapoor,Jolly L.L.B.,2013
playful_songs,Jaha Mai Jati Hu Wahi Chale Aate Ho,Manna Dey*Lata Mangeshkar,Shankar Jaikishan,Shailendra,Chori Chori,1956
playful_songs,Dil Mein Chupake Pyar Ka Toofan Le Chale,Mohammed Rafi,Naushad,Shakeel Badayuni,Aan,1952
playful_songs,Moraa Goraa Ang Lai Le,Lata Mangeshkar,Sachin Dev Burman,Gulzar,Bandini,1963
playful_songs,Ek Ladki Bhigi Bhagi Si,Kishore Kumar,Sachin Dev Burman,Majrooh Sultanpuri,Chalti Ka Naam Gaadi,1959
playful_songs,Chicken Song,Palak Muchhal*Mohit Chauhan,Pritam Chakraborty,Mayur Puri,Bajrangi Bhaijaan,2015
playful_songs,Mana Janab Ne Pukara Nahi Kya Mera Saath Bhi Gawara Nahi,Kishore Kumar,Sachin Dev Burman,Majrooh Sultanpuri,Paying Guest,1957
playful_songs,Tumne Mujhe Dekha Hokar Mehrbaa,Mohammed Rafi,R D Burman,Majrooh Sultanpuri,Teesri Manzil,1966
playful_songs,Yeh Dil Na Hota Bechara,Kishore Kumar,Sachin Dev Burman,Majrooh Sultanpuri,Jewel Thief,1967
playful_songs,Ham Aapaki Aankhon Men Is Dil Ko Basaa Den To,Geeta Dutt*Mohammed Rafi,Sachin Dev Burman,Sahir Ludhianvi,Pyaasa,1957
playful_songs,Meraa Naam Chin Chin Chu Chin Chin Chu Baba Chin Chin Chu,Geeta Dutt,O P Nayyar,Qamar Jalalabadi,Howrah Bridge,1958
playful_songs,Jeevan Ke Safar Mein Rahi,Kishore Kumar,Sachin Dev Burman,Sahir Ludhianvi,Munimji,1955
playful_songs,Aise To Na Dekho Ke Humko Nasha Ho Jaye,Mohammed Rafi,Sachin Dev Burman,Majrooh Sultanpuri,Teen devian,1965
playful_songs,Dum Maro Dum,Usha Iyer*Asha Bhosle,R D Burman,Anand Bakshi,Hare Rama Hare Krishna,1972
playful_songs,Kaun Mera Mera Kya Tu Lage (Male),Papon,M M Kreem,Irshad Kamil,Special 26,2013
playful_songs,Jhumata Mausam Mast Mahina,Manna Dey*Lata Mangeshkar,Shankar Jaikishan,Hasrat Jaipuri,Ujala,1959
playful_songs,Kisi Ki Muskurahto Pe Ho Nisaar,Mukesh,Shankar Jaikishan,Shailendra,Anari,1959
playful_songs,Huzurevaalaa Jo Ho Ijaazat To Ham Ye Saare Jahaan Se Kah Den,Asha Bhosle*Minoo Purushottam,O P Nayyar,Aziz Kashmiri,Yeh Raat Phir Na Ayegi,1966
playful_songs,Dhichkau Doom Doom,Shreya Ghoshal*Ali Zafar,Sajid Wajid,Neelesh Misra,Chashme Baddoor,2013
playful_songs,Mera Man Kehne Laga,Falak Shabir,Falak Shabir,Falak Shabir,Nautanki Saala,2013
playful_songs,Lakh Duniya Kahe Tum Yahi Ho,Ram Sampath,Ram Sampath,Javed Akhtar,Talaash,2012
playful_songs,Saadi Galli Aaja,Ayushmann Khurrana*Neeti Mohan,Rochak Kohli,Ayushmann,Nautanki Saala,2013
playful_songs,Tu Jo Mila Tha To Aisa (Breathless),Shankar Mahadevan,Shankar Mahadevan,Javed Akhtar,Breatheless (Shankar Mahadevan),1998
playful_songs,Assi Vele Sab Vele,Shekhar Ravjiani,Vishal Shekhar,Anvita Dutt Guptan,Student Of The Year,2012
playful_songs,Awaara Hoon Ya Gardish Mein Hoon Aasmaan,Mukesh,Shankar Jaikishan,Shailendra,Awara,1951
playful_songs,Jadoo Ki Jhappi (Part - II),Neha Kakkar*Mika Singh,Sachin Jigar,Priya Panchal,Ramaiya Vastavaiya,2013
playful_songs,Bezubaan,Priya Panchal*Mohit Chauhan,Sachin Jigar,Mayur Puri,ABCD - Any Body Can Dance,2013
playful_songs,Jiya Lage Na Tum Bin Mora,Sona Mohapatra*Ravindra Upadhyay,Ram Sampath,Javed Akhtar,Talaash,2012
playful_songs,Kaun Aaya Ki Nigaho Me Chamak Jag,Asha Bhosle,Ravi,Sahir Ludhianvi,Waqt,1965
playful_songs,Khamakha (Mohit Version),Mohit Chauhan,Krsna,Krsna,Tamanchey,2014
playful_songs,Titli Udi Ud Jo Chali Phool Ne Kaha Aaja Mere Paas,Sharda,Shankar Jaikishan,Shailendra,Suraj,1966
playful_songs,Tu Bichdan Bichdan Kahndi Ai,Rahat Fateh Ali Khan,Himesh Reshammiya,Sameer,Son Of Sardaar,2012
playful_songs,Tum Ko Piya Dil Diya Kitne Naaz Se,Lata Mangeshkar*Usha Mangeshkar,G S Kohli,Farooq Qaisar,Shikari,1963
playful_songs,Ichak Dana Bichak Dana,Mukesh*Lata Mangeshkar,Shankar Jaikishan,Hasrat Jaipuri,Shree 420,1955
playful_songs,Maine Kaha Phoolon Se Hanso To Woh Khil Khila Ke Hans Diye,Lata Mangeshkar,Sachin Dev Burman,Yogesh,Mili,1975
playful_songs,Na Mangu Sona Chandi,Shailendra Singh*Manna Dey,Laxmikant Pyarelal,Vithalbhai Patel,Bobby,1973
playful_songs,O Hansani Meri Hansani Kahaan Ud Chali,Kishore Kumar,R D Burman,Majrooh Sultanpuri,Zehreela Insaan,1974
playful_songs,Parai Hu Parai Meri Aarzu Na Kar,Lata Mangeshkar,Shankar Jaikishan,Hasrat Jaipuri,Kanyadan,1969
playful_songs,Laal Laal Gaal Jaan Ke Hai Laagu,Mohammed Rafi,N Datta,Majrooh Sultanpuri,Mr. X,1957
playful_songs,Maa Ka Phone,Mauli Dave*Priya Panchal,Sneha Khanwalkar,Amitabh Verma,Khoobsurat,2014
playful_songs,Tum Tak Tum Tak,A V Pooja*Keerthi Sagathia*Javed Ali,A R Rahman,Irshad Kamil,Raanjhanaa,2013
playful_songs,Diye Jalte Hain Phool Khilte Hain,Kishore Kumar,R D Burman,Anand Bakshi,Namak Haraam,1973
playful_songs,Jane Kahan Mera Jigar Gaya Ji,Geeta Dutt*Mohammed Rafi,O P Nayyar,Majrooh Sultanpuri,Mr. & Mrs. 55,1955
playful_songs,Rote Huye Aate Hain Sab Hansta Hua Jo Jayega,Kishore Kumar,Kalyanji Anandji,Anjaan,Muqaddar Ka Sikandar,1978
playful_songs,Mashup Of The Year,Vishal Dadlani*Shekhar Ravjiani*Salim Merchant*Udit Narayan*Shahid Mallya*Benny Dayal*Sunidhi Chauhan,Vishal Shekhar,Anvita Dutt Guptan,Student Of The Year,2012
playful_songs,Awari,Adnan Dhool*Momina Mustehsan,Adnan Dhool,Adnan Dhool,Ek Villain,2014
playful_songs,My Heart Is Beating Keeps On Repeating I Am Waiting For You,Preeti Sagar,Rajesh Roshan,Harindranath Chattopadhyay,Julie,1975
playful_songs,Navrai Majhi,Sunidhi Chauhan*Swanand Kirkire,Amit Trivedi,Swanand Kirkire,English Vinglish,2012
playful_songs,Uska Hi Banana,Arijit Singh,Chirantan Bhatt,Junaid Wasi,1920 - Evil Returns,2012
playful_songs,Aate Jate Khubsurat Aawara Sadko Pe,Kishore Kumar,Laxmikant Pyarelal,Anand Bakshi,Anurodh,1977
playful_songs,Jab Mai Chota Bacha Tha (Bhoot Aaya),Lehmber Hussainpuri,Sachin Jigar,Sameer,F.A.L.T.U.,2011
playful_songs,Laal Chhadi Maidan Khadi Kya Khub Ladi Kya Khub Ladi,Mohammed Rafi,Shankar Jaikishan,Shailendra,Janwar,1965
playful_songs,Sar Par Topi Laal Hath Me Resham Ka Rumal Ho Tera Kya Kehna,Asha Bhosle*Mohammed Rafi,O P Nayyar,Majrooh Sultanpuri,Tumsa Nahin Dekha,1957
playful_songs,Tujhe Jeevan Ki Dor Se Bandh Liya Hai Tere Zulm-O-Sitam Sar Aankho Par,Mohammed Rafi*Lata Mangeshkar,Shankar Jaikishan,Hasrat Jaipuri,Asli Naqli,1963
playful_songs,Chal Mere Ghar,Yo Yo Honey Singh,Yo Yo Honey Singh,Yo Yo Honey Singh,Desi Kalakaar,2014
playful_songs,Jab Tak Hai Jaan (The Poem),Shahrukh Khan,A R Rahman,Aditya Chopra,Jab Tak Hai Jaan,2012
playful_songs,Kaun Mera Mera Kya Tu Lage,Chaitra Ambadipudi,M M Kreem,Irshad Kamil,Special 26,2013
playful_songs,Maheroo Maheroo,Darshan Rathod*Shreya Ghoshal,Sanjeev Darshan,NotFound,Super Nani,2014
playful_songs,Mannat (Reprise),Shreya Ghoshal*Sonu Nigam,Sajid Wajid,Kausar Munir,Daawat-e-ishq,2014
playful_songs,Meri Baat Sunkar Dekho Hansna Nahi Stop That,Devang Patel,Anu Malik,Vinay Dave,Gambler,1995
playful_songs,Muskaane Jhooti Hai,Suman Sridhar,Ram Sampath,Javed Akhtar,Talaash,2012
playful_songs,Apna Mujhe Tu Laga,Sonu Nigam,Chirantan Bhatt,Shakeel Azmi,1920 - Evil Returns,2012
playful_songs,Sachhai Chhup Nahin Sakti Banavat Ke Asulon Se (Jhootha Hai Tera Vada Vada Tera Vada),Kishore Kumar,Laxmikant Pyarelal,Anand Bakshi,Dushman,1971
playful_songs,Po Po (Soni Nach Le Soni Nach Le Mere Naal Ve),Himesh Reshammiya*Aman Trikha*Vikas Bhalla,Himesh Reshammiya,Shabbir Ahmed,Son Of Sardaar,2012
playful_songs,Ooh La La Tu Hai Meri Fantasy,Shreya Ghoshal*Bappi Lahiri,Vishal Shekhar,Rajat Arora,The Dirty Picture,2011
playful_songs,Mere Khawabon Mein Jo Aaye Aake Mujhe Chhed Jaye,Lata Mangeshkar,Jatin Lalit,Anand Bakshi,Dilwale Dulhania Le Jayenge,1995
playful_songs,Arre Deewano Mujeh..men Hoon Don,Kishore Kumar,Kalyanji Anandji,Anjaan,Don,1978
playful_songs,Chappaa Chappaa Charakhaa Chale,Suresh Wadkar*Hariharan,Vishal Bhardwaj,Gulzar,Maachis,1996
playful_songs,Chura Ke Leja Bhaga Ke Leja,Yashraj Kapil*Palak Muchhal,Himesh Reshammiya,Shabbir Ahmed,Policegiri,2013
playful_songs,Aaj Mausam Bada Baiman Hai,Mohammed Rafi,Laxmikant Pyarelal,Anand Bakshi,Loafer,1973
playful_songs,Khubsurat Hai Wo Itna Saha Nahi Jata (Male),M M Kreem,M M Kreem,Neelesh Misra,Rog,2005
playful_songs,Sajde bichhawan ve,Arijit Singh*Gulzar*Nihira Joshi Deshpande,Shankar Ehsaan Loy,Gulzar,Kill Dil,2014
playful_songs,Meree Marjee Mai Chahe Yeh Karu Mai Chahe Woh Karu,Devang Patel,Anu Malik,Vinay Dave,Gambler,1995
playful_songs,Nanga Punga Dost,Shreya Ghoshal,Shantanu Moitra,Swanand Kirkire,PK,2014
playful_songs,Kitni Chahat Chupaye Baitha Hu,Sadhana Sargam*Babul Supriyo,Nadeem Shravan,NotFound,Himmatvar,1996
playful_songs,Tabah,Mohit Chauhan,Sajid Wajid,Kausar Munir,Heropanti,2014
playful_songs,Dil Darbadar,Ankit Tiwari,Ankit Tiwari,Manoj Muntashir,PK,2014
playful_songs,Shaadi Ke Liye Rajaamand Kar Li Rajaamand Kar Li,Mohammed Rafi,Laxmikant Pyarelal,Anand Bakshi,Devi,1970
playful_songs,Tharki Chokro,Swaroop Khan,Ajay Gogavale,Swanand Kirkire,PK,2014
playful_songs,Oh My Darling I Love You Aaj Ke Ladake,Alisha Chinai*Sonu Nigam,Rahul Sharma,Anand Bakshi,Mujhse Dosti Karoge,2002
playful_songs,Radha Nachegi,Ritu Pathak*Shabab Sabri*Danish Sabri,Sajid Wajid,Kausar Munir,Tevar,2015
playful_songs,Bata Du Kya Lana Tum Laut Ke Aa Jana,Lata Mangeshkar,Laxmikant Pyarelal,Majrooh Sultanpuri,Patthar Ke Sanam,1968
playful_songs,Sukoon Mila,Arijit Singh,Shashi Suman,Sandeep Singh,Mary Kom,2014
playful_songs,Meherbaan (Reprise),Shekhar Ravjiani,Vishal Shekhar,NotFound,Bang Bang,2014
playful_songs,Teri Baari,Mohit Chauhan,Shashi Suman,Prashant Ingole,Mary Kom,2014
playful_songs,Kya Hai Pyar Batao Na Dil Ka Chain Ya Dil Ka Rog,Kavita Krishnamurthy*Udit Narayan,Anand Raj Anand,Sudhakar Sharma,Pardesi Babu,1998
playful_songs,Band Kamre Me Pyar Karenge,Anuradha Sriram,Anu Malik,Sameer,Kuch Khatti Kuch Meethi,2001
playful_songs,Satake Thoko Bada Galat Hai Kaam,Danish Sabri*Keerthi Sagathia*Wajid,Sajid Wajid,Sandeep Nath,Bullett Raja,2013
playful_songs,Saiyaara Mai Saiyaara Saiyaara Tu Saiyaara,Tarannum Mallik*Mohit Chauhan,Sohail Sen,Kausar Munir,Ek Tha Tiger,2012
playful_songs,Jogi Jabse Tu Aaya Mere Dvare,Lata Mangeshkar,Sachin Dev Burman,Shailendra,Bandini,1963
playful_songs,Kisee Ne Apana Banaake Mujhako,Lata Mangeshkar,Shankar Jaikishan,Shailendra,Patita,1953
playful_songs,Maan Mera Ahsaan Are Nadaan Ke Maine,Mohammed Rafi,Naushad,Shakeel Badayuni,Aan,1952
playful_songs,Ek Savaal Main Karu Ek Savaal Tum Karo,Mohammed Rafi*Lata Mangeshkar,Shankar Jaikishan,Shailendra,Sasural,1961
playful_songs,Dil Kaa Haal Sune Dilavaalaa Sidhi Si Baat Na Mirch Masaalaa,Manna Dey,Shankar Jaikishan,Shailendra,Shree 420,1955
playful_songs,Kanha Aan Padi Mai Tere Dwar,Lata Mangeshkar,Laxmikant Pyarelal,Majrooh Sultanpuri,Shagird,1967
playful_songs,Teri Meri Meri Teri (Reprise),Shreya Ghoshal*Rahat Fateh Ali Khan,Himesh Reshammiya,Shabbir Ahmed,Bodyguard,2011
playful_songs,Duhai,Madhav Krishna,Sachin Jigar,Mayur Puri,ABCD - Any Body Can Dance,2013
playful_songs,Yaha Vaha Sare Jaha Me Tera Raj Hai,Kishore Kumar,Laxmikant Pyarelal,Anand Bakshi,Aan Milo Sajna,1971
playful_songs,Bade Miya Diwane Aise Na Bano,Mohammed Rafi,Laxmikant Pyarelal,Majrooh Sultanpuri,Shagird,1967
playful_songs,Chand Raat Hai Tu Bhi Sath Hai,Mohammed Rafi*Asha Bhosle,Chitragupt,Indeevar,Kismat,1956
playful_songs,Inn Baharo Me Akele Na Phiro,Mohammed Rafi*Asha Bhosle,Roshan,Majrooh Sultanpuri,Mamta,1966
playful_songs,Kitne Bhi Tu Karle Sitam (Female),Asha Bhosle,R D Burman,Gulshan Bawra,Sanam Teri Kasam,1982
playful_songs,Aaj Ke Insaan Ko Ye Kya Ho Gaya,Kavi Pradeep,Chitalkar Ramchandra,Kavi Pradeep,Amar Rahe Yeh Pyar,1961
playful_songs,Thoda Hans Ke Tu Dikha,Anuj Gurwara,M M Kreem,Anuj Gurwara,Makkhi,2012
playful_songs,Choree Choree Jo Tumse Mile Toh,Mukesh*Lata Mangeshkar,Laxmikant Pyarelal,Farooq Qaisar,Parasmani,1963
playful_songs,Jaane Na Najar Pehachaane Jigar,Lata Mangeshkar*Mukesh,Shankar Jaikishan,Hasrat Jaipuri,Aah,1953
playful_songs,Mere Piya Gaye Rangun,Chitalkar Ramchandra*Shamshad Begum,Chitalkar Ramchandra,Rajinder Krishan,Patanga,1949
playful_songs,Ratta Maar Ratta Maar,Vishal Dadlani*Shefali Alvaris,Vishal Shekhar,Anvita Dutt Guptan,Student Of The Year,2012
playful_songs,Aaj Jaane Ki Zid Na Karo,Farida Khanum,Malkit Singh,Faiyyaz Hashmi,Monsoon Wedding,2001
playful_songs,Babu Samjho Ishare Horn Pukare Pam Pam Pam,Ashok Kumar*Kishore Kumar*Manna Dey,Sachin Dev Burman,Majrooh Sultanpuri,Chalti Ka Naam Gaadi,1959
playful_songs,Chale The Saath Milke,Mohammed Rafi,Kalyanji Anandji,Akhtar Romani,Haseena Maan Jayegi,1969
playful_songs,Ham Matavale Naujavan Manzilon Ke Ujale,Kishore Kumar,Shankar Jaikishan,Hasrat Jaipuri,Shararat,1959
playful_songs,Mai Na Bhulunga,Mukesh*Lata Mangeshkar,Laxmikant Pyarelal,Santosh Anand,Roti Kapada Aur Makaan,1974
playful_songs,Main Hun Jhum Jhum Jhum Jhum Jhumaru,Kishore Kumar,Kishore Kumar,Majrooh Sultanpuri,Jhumroo,1961
playful_songs,Barbaad Raat,Shalmali Kholgade*Sanam Puri,Himesh Reshammiya,Mayur Puri,Humshakals,2014
playful_songs,Dil Deke Dekho Dil Deke Dekho,Asha Bhosle*Mohammed Rafi,Usha Khanna,Majrooh Sultanpuri,Dil Deke Dekho,1959
playful_songs,Ibtedaey Ishk Me Ham Saree Rat Jage,Mukesh,Shankar Jaikishan,Hasrat Jaipuri,Hariyali Aur Rasta,1962
playful_songs,Ye Raaten Ye Mausam Ye Hansanaa Hansaanaa,Lata Mangeshkar*Pankaj Mullick,Anil Biswas,NotFound,Tarana,1951
playful_songs,Yehi Woh Jagah Hai Yahi Woh Fizaye Yehi Par Kabhi Aap Hamse Mile The,Asha Bhosle,O P Nayyar,S H Bihari,Yeh Raat Phir Na Ayegi,1966
playful_songs,Jee Karda (Chalni Karde Seena Mera),Divya Kumar,Sachin Jigar,Priya Saraiya,Badlapur,2015
playful_songs,O Ri Chiraiya Nanhi Si Chidiya,Swanand Kirkire,Ram Sampath,Swanand Kirkire,Satyamev Jayate (TV Show),2012
playful_songs,Dhundho Dhundho Re Saajanaa Dhundho Re Saajanaa,Lata Mangeshkar*Mohammed Rafi,Naushad,Shakeel Badayuni,Gunga Jumna,1961
playful_songs,Hawa Mein Udta Jaye Mora Laal Dupatta Malmal Ka,Lata Mangeshkar,Shankar Jaikishan,Ramesh Shastry,Barsaat,1949
playful_songs,Laga Gori Gujariya Se Nain Lad Jai Hai To Manva Ma Kasak Hoibe Kari,Mohammed Rafi,Naushad,Shakeel Badayuni,Gunga Jumna,1961
playful_songs,Tirat Meri Tu Rab Mera Tu,Vineet Singh*Shabab Sabri*Aman Trikha*Pavni Pandey,Himesh Reshammiya,Shabbir Ahmed,Policegiri,2013
